1,0001
2,0001
3,0002
4,0002
5,0002
6,0003
7,0003
8,0006
9,0007
10,0009
11,0011
12,0013
13,0014
14,0015
15,0016
16,0018
17,0019
18,0020
19,0022
20,0023
21,0024
22,0025
23,0026
24,0027
25,0029
26,0030
27,0031
28,0032
29,0034
30,0035
31,0037
32,0039
33,0040
34,0041
35,0044
36,0046
37,0049
38,0051
39,0051
40,0052
41,0053
42,0054
43,0055
44,0055
45,0056
46,0057
47,0057
48,0058
49,0058
50,0059
51,0061
52,0061
53,0062
54,0063
55,0064
56,0065
57,0065
58,0066
59,0067
60,0067
61,0068
62,0069
63,0070
64,0071
65,0072
66,0074
67,0074
68,0075
69,0076
70,0076
71,0077
72,0078
73,0078
74,0079
75,0079
76,0080
77,0081
78,0081
79,0082
80,0083
81,0083
82,0084
83,0085
84,0087
85,0089
86,0090
87,0090
88,0090
89,0091
90,0092
91,0092
92,0093
93,0094
94,0094
95,0094
96,0095
97,0095
98,0096
99,0096
100,0097
101,0097
102,0098
103,0098
104,0099
105,0099
106,0100
107,0100
108,0100
109,0101
110,0103
111,0104
112,0104
113,0105
114,0106
115,0107
116,0107
117,0109
118,0110
119,0112
120,0113
121,0114
122,0115
123,0116
124,0116
125,0117
126,0118
127,0119
128,0119
129,0120
130,0120
131,0121
132,0122
133,0123
134,0123
135,0124
136,0125
137,0126
138,0126
139,0128
140,0129
141,0130
142,0130
143,0131
144,0132
145,0133
146,0133
147,0135
148,0135
149,0136
150,0137
151,0137
152,0138
153,0139
154,0139
155,0140
156,0140
157,0141
158,0143
159,0143
160,0144
161,0144
162,0145
163,0146
164,0146
165,0147
166,0147
167,0147
168,0148
169,0149
170,0149
171,0150
172,0151
173,0151
174,0152
175,0153
176,0154
177,0156
178,0156
179,0158
180,0158
181,0159
182,0159
183,0160
184,0161
185,0161
186,0162
187,0163
188,0163
189,0165
190,0165
191,0166
192,0166
193,0167
194,0168
195,0168
196,0169
197,0170
198,0170
199,0172
200,0172
201,0173
202,0174
203,0175
204,0175
205,0176
206,0179
207,0179
208,0180
209,0181
210,0182
211,0182
212,0183
213,0183
214,0184
215,0185
216,0187
217,0188
218,0189
219,0189
220,0190
221,0191
222,0192
223,0193
224,0194
225,0194
226,0195
227,0196
228,0198
229,0198
230,0199
231,0199
232,0200
233,0201
234,0201
235,0202
236,0203
237,0203
238,0205
239,0205
240,0206
241,0207
242,0207
243,0208
244,0208
245,0209
246,0209
247,0210
248,0212
249,0212
250,0213
251,0214
252,0214
253,0216
254,0217
255,0218
256,0219
257,0220
258,0222
259,0222
260,0223
261,0224
262,0225
263,0226
264,0227
265,0228
266,0228
267,0229
268,0229
269,0230
270,0232
271,0233
272,0234
273,0235
274,0236
275,0236
276,0237
277,0237
278,0238
279,0239
280,0242
281,0243
282,0243
283,0244
284,0245
285,0246
286,0246
287,0247
288,0248
289,0248
290,0249
291,0249
292,0250
293,0251
294,0254
295,0256
296,0258
297,0263
298,0263
299,0264
300,0264
301,0264
302,0265
303,0267
304,0267
305,0269
306,0270
307,0272
308,0272
309,0273
310,0277
311,0278
312,0279
313,0280
314,0283
315,0285
316,0287
317,0288
318,0288
319,0289
320,0290
321,0290
322,0291
323,0292
324,0295
325,0295
326,0296
327,0297
328,0298
329,0299
330,0299
331,0302
332,0303
333,0304
354,0308
355,0309
356,0311
357,0312
358,0313
359,0313
360,0317
361,0318
362,0318
363,0321
364,0321
365,0322
366,0323
367,0323
368,0324
369,0325
370,0326
371,0326
372,0328
373,0329
374,0329
375,0330
376,0331
377,0332
378,0334
379,0334
380,0335
381,0337
382,0338
383,0342
384,0342
385,0343
386,0344
387,0344
388,0346
389,0349
390,0351
391,0352
392,0352
393,0352
394,0353
395,0353
396,0353
397,0354
398,0354
399,0355
400,0355
401,0355
402,0356
403,0356
404,0357
405,0357
406,0357
407,0359
408,0360
409,0360
410,0362
411,0363
412,0364
413,0365
414,0367
415,0368
416,0369
417,0372
418,0373
419,0376
420,0379
421,0383
422,0386
423,0388
424,0391
425,0396
426,0397
427,0398
428,0399
429,0401
430,0402
431,0404
432,0405
433,0406
434,0407
435,0407
436,0408
437,0409
438,0410
439,0410
440,0411
441,0412
442,0412
443,0413
444,0415
