1,0001
2,0002
3,0003
4,0003
5,0004
6,0005
7,0006
8,0006
9,0007
10,0008
11,0009
12,0009
13,0010
14,0011
15,0011
16,0012
17,0012
18,0013
19,0014
20,0014
21,0014
22,0015
23,0016
24,0017
25,0017
26,0018
27,0019
28,0020
29,0020
30,0020
31,0020
32,0021
33,0021
34,0021
35,0021
36,0022
37,0022
38,0023
39,0024
40,0024
41,0024
42,0024
43,0024
44,0024
45,0024
46,0025
47,0025
48,0025
49,0025
50,0026
51,0027
52,0027
53,0028
54,0028
55,0028
56,0028
57,0029
58,0030
59,0030
60,0031
61,0031
62,0032
63,0032
64,0032
65,0033
66,0033
67,0033
68,0033
69,0034
70,0034
71,0034
72,0034
73,0034
74,0035
75,0036
76,0037
77,0037
78,0037
79,0037
80,0038
81,0038
82,0038
83,0039
84,0042
85,0042
86,0042
87,0042
88,0043
89,0043
90,0044
91,0045
92,0045
93,0046
94,0047
95,0047
96,0048
97,0049
98,0049
99,0050
100,0050
101,0050
102,0051
103,0051
104,0052
105,0052
106,0052
107,0052
108,0052
109,0053
110,0053
111,0053
112,0053
113,0053
114,0054
115,0055
116,0055
117,0056
118,0056
119,0057
120,0057
121,0057
122,0059
123,0059
124,0060
125,0060
126,0060
127,0060
128,0060
129,0061
130,0061
131,0061
132,0061
133,0062
134,0062
135,0063
136,0064
137,0064
138,0064
139,0064
140,0065
141,0065
142,0065
143,0066
144,0066
145,0066
146,0066
147,0066
148,0067
149,0067
150,0067
151,0067
152,0068
153,0068
154,0068
155,0069
156,0069
157,0069
158,0069
159,0069
160,0070
161,0070
162,0071
163,0071
164,0072
165,0075
166,0076
167,0076
168,0077
169,0078
170,0078
171,0079
172,0079
173,0080
174,0080
175,0082
176,0083
177,0083
178,0084
179,0085
180,0086
181,0087
182,0088
183,0089
184,0089
185,0090
186,0090
187,0091
188,0092
189,0093
190,0093
191,0094
192,0095
193,0095
194,0096
195,0096
196,0096
197,0097
198,0097
199,0097
200,0098
201,0098
202,0099
203,0099
204,0099
205,0100
206,0100
207,0100
208,0101
209,0101
